label	text
joy	I'm happy with my health right now. I'm at a healthy weight, I have no aches or pain, and I'm still pretty young. I think young people take for granted their ability to not feel physical pain.
trust	I inherited my fathers watch. I like to wear every now and then. Its a great reminder of him.
anticipating	I was trying to go a week without eating any sweets, to improve my eating habits. Didn't even make it three days before I started indulging. It gets nerve-wracking. Maybe I'm putting too much pressure on it.
sad	The other day I was in a building and I was heading towards an elevator. I was rushing towards it because it was closing. I tripped right as I got in and slammed my head into the wall inside, and then had to hang out with everybody afterward as it slowly went up. Felt so dumb
joy	I'm doing a pretty good job balancing work and school right now. School is about to start up again, and I've managed to maintain my savings and pay off my student loans a little bit while still in school. I don't feel like a lot of other students can say that, and I'm happy
sad	I can start to see my mother showing early signs of dementia. I feel really helpless about it, since it shows how vulnerable they are. I try to help with small things, but it's sad knowing I won't be able to slow down the effects of it.
disgust	I just told a friend I couldn't attend her birthday because I have a headache, but the  truth is I prefer to stay home and finish watching a series on Netflix, now I feel bad bout ir.
joy	I ate at my favorite restaurant earlier and everything was tasted better than ever!
surprise	I was watching my kids soccer game recently. I was amazed at how good the players are. All the hard practice has paid off.
sad	I found a little kitty on the road. It was a homeless one.
sad	I was playing baseball in my backyard with my friends and when I hit the ball it flew over my fence and I heard a window get smashed.
joy	My best friend took my daughter for the weekend so that I could have some alone time with my husband. She's a great friends, so thankful for her!
joy	My niece just graduate with honor from high school, she is also a very talented athlete.
anger	A tree fell in my neighbors yard due to the all the rain recently. It's a massive tree and it disrupted a lot of things on their property. The removal service company came and got it out of there very quickly!
surprise	My parents bought my wife and I a new dryer.
anticipating	I was going through a box with old papers in it and I found some old letter my Grandpa wrote me when I was a child. 
trust	i just spend 470$ to fix my car and it's broken again
fear	I was supposed to take a flight tomorrow, but I am not sure I want to do it since there is supposed to be a storm at the time. 
anger	I was about to go on a ski run and my friend passed me a Red Bull. I smashed the run after drinking the whole thing!
surprise	I just drove in front of my old high school. It looks exactly same as when I went there.
joy	My boyfriend recently cooked me a very nice meal while I worked late
anger	I baked a bunch of cookies for my new neighbors. I felt bad because I ate them all before I could give them away. I have no self control!
anticipating	I went on four job interviews last week. I have a good feeling I will get an offer soon.
joy	i was going through an old baby book last week.
anticipating	I just moved to a new city. i am looking forward to having a new start. 
anticipating	It is my birthday and I want a new drone. I done told my wife that I liked this drone and wanted it. Maybe she will buy it for me!
anticipating	I was really counting on that check in the mail today.
anger	I just started a new job and I noticed a lot of the people gossip about each other. I'm not sure how long I can keep working here. 
trust	I always take care of my little brother, I am very protective.
sad	I was so sad when I heard my favorite TV show was canceled. I don't have anything to watch now. I hate when they do that.
anticipating	This was the big day, time for me to show off my skills
